"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 01, 2005","120.00","120.74","120.97","119.91","132.38M","-0.88%"
"Jan 31, 2005","121.06","119.45","121.21","119.45","141.84M","1.18%"
"Jan 28, 2005","119.65","120.14","120.25","118.98","156.89M","-0.42%"
"Jan 27, 2005","120.16","120.65","121.00","119.61","184.68M","-0.29%"
"Jan 26, 2005","120.51","119.36","120.95","119.16","194.21M","1.35%"
"Jan 25, 2005","118.91","118.92","119.25","118.35","190.17M","-0.77%"
"Jan 24, 2005","119.83","119.19","120.66","118.34","215.32M","0.36%"
"Jan 21, 2005","119.40","118.14","119.41","117.62","153.51M","1.17%"
"Jan 20, 2005","118.02","118.05","118.74","117.72","165.45M","-0.74%"
"Jan 19, 2005","118.90","119.85","120.40","118.66","177.45M","-0.50%"
"Jan 18, 2005","119.50","119.91","120.42","119.49","172.12M","-0.34%"
"Jan 17, 2005","119.91","118.96","120.28","118.70","189.66M","1.77%"
"Jan 14, 2005","117.82","114.23","117.82","113.91","151.41M","2.44%"
"Jan 13, 2005","115.01","114.26","115.08","113.69","106.38M","0.81%"
"Jan 12, 2005","114.09","114.71","114.94","113.79","124.80M","-0.50%"
"Jan 11, 2005","114.66","113.33","114.66","112.73","133.20M","1.23%"
"Jan 10, 2005","113.27","113.01","113.36","112.07","98.12M","0.50%"
"Jan 07, 2005","112.71","113.61","113.94","112.18","117.39M","-0.20%"
"Jan 06, 2005","112.94","113.88","114.97","112.94","147.88M","-1.49%"
"Jan 05, 2005","114.65","113.41","114.65","113.17","142.31M","-0.10%"
"Jan 04, 2005","114.77","115.00","115.80","114.50","119.97M","-0.51%"
"Jan 03, 2005","115.36","115.65","115.90","114.99","101.24M","0.10%"
"Dec 30, 2004","115.25","114.07","115.32","113.92","89.91M","1.24%"
"Dec 29, 2004","113.84","111.96","113.84","111.75","96.63M","0.52%"
"Dec 28, 2004","113.25","112.80","113.46","112.48","85.04M","0.22%"
"Dec 27, 2004","113.00","113.50","113.61","112.44","72.41M","-0.13%"
"Dec 24, 2004","113.15","112.69","113.15","112.14","85.64M","0.54%"
"Dec 23, 2004","112.54","114.46","114.46","112.15","96.18M","-0.99%"
"Dec 22, 2004","113.66","114.28","114.57","113.22","126.56M","0.13%"
"Dec 21, 2004","113.51","113.22","114.05","112.59","101.95M","0.05%"
"Dec 20, 2004","113.45","112.20","113.46","111.97","134.54M","0.73%"
"Dec 17, 2004","112.63","112.62","113.47","111.81","221.11M","0.11%"
"Dec 16, 2004","112.51","112.04","113.29","111.92","140.86M","0.57%"
"Dec 15, 2004","111.87","110.13","111.91","109.83","110.28M","2.28%"
"Dec 14, 2004","109.38","108.63","109.50","108.27","82.36M","0.94%"
"Dec 13, 2004","108.36","108.09","108.88","107.61","85.64M","-0.19%"
"Dec 10, 2004","108.57","111.01","111.09","108.15","94.90M","-2.08%"
"Dec 09, 2004","110.88","112.03","112.28","110.14","116.42M","-1.14%"
"Dec 08, 2004","112.16","110.24","112.16","110.19","104.43M","1.04%"
"Dec 07, 2004","111.01","112.04","112.62","111.01","115.33M","-1.21%"
"Dec 06, 2004","112.37","112.92","113.04","111.83","96.30M","-1.40%"
"Dec 03, 2004","113.96","114.97","115.38","113.20","125.30M","-0.09%"
"Dec 02, 2004","114.06","115.03","115.38","113.79","118.49M","0.86%"
"Dec 01, 2004","113.09","112.88","113.51","112.37","132.70M","-0.27%"
"Nov 30, 2004","113.40","111.55","113.40","110.52","154.54M","1.59%"
"Nov 29, 2004","111.62","111.08","111.97","110.34","143.48M","0.85%"
"Nov 26, 2004","110.68","113.31","114.24","110.47","142.48M","-1.70%"
"Nov 25, 2004","112.59","112.84","113.63","112.36","103.43M","-0.13%"
"Nov 24, 2004","112.74","110.97","112.86","110.39","143.31M","1.40%"
"Nov 23, 2004","111.18","110.85","111.41","109.87","104.18M","1.23%"
"Nov 22, 2004","109.83","110.80","110.88","108.90","99.24M","-2.00%"
"Nov 19, 2004","112.07","113.81","114.23","111.62","162.14M","-1.11%"
"Nov 18, 2004","113.33","114.64","114.94","113.25","131.62M","-1.12%"
"Nov 17, 2004","114.61","114.12","115.17","113.70","119.56M","1.16%"
"Nov 16, 2004","113.30","114.16","114.53","113.17","110.77M","-0.69%"
"Nov 15, 2004","114.09","113.78","115.38","113.35","120.45M","0.60%"
"Nov 12, 2004","113.41","113.21","114.21","112.58","129.68M","1.95%"
"Nov 11, 2004","111.24","110.67","112.10","110.51","117.73M","0.04%"
"Nov 10, 2004","111.19","109.53","111.19","109.53","116.64M","1.97%"
"Nov 09, 2004","109.04","109.27","109.97","108.51","114.58M","-0.27%"
"Nov 08, 2004","109.34","112.17","112.19","109.32","107.14M","-1.95%"
"Nov 05, 2004","111.52","111.76","112.13","111.04","116.00M","1.11%"
"Nov 04, 2004","110.30","111.41","111.41","110.30","88.26M","-1.15%"
"Nov 03, 2004","111.58","109.98","111.59","109.30","115.71M","1.74%"
"Nov 02, 2004","109.67","108.67","110.10","108.49","125.17M","1.39%"
"Nov 01, 2004","108.17","107.69","108.87","107.53","88.67M","0.17%"
"Oct 29, 2004","107.99","106.82","108.01","106.19","106.03M","0.20%"
"Oct 28, 2004","107.77","106.81","107.77","106.18","114.35M","3.00%"
"Oct 27, 2004","104.63","105.98","106.20","103.64","107.45M","-0.33%"
"Oct 26, 2004","104.98","104.73","105.46","104.43","105.42M","0.82%"
"Oct 25, 2004","104.13","105.24","105.33","103.25","126.20M","-2.50%"
"Oct 22, 2004","106.80","106.25","107.29","106.04","111.91M","0.96%"
"Oct 21, 2004","105.78","107.20","107.51","104.94","144.53M","-1.08%"
"Oct 20, 2004","106.93","109.59","109.92","106.78","175.10M","-3.00%"
"Oct 19, 2004","110.24","110.88","111.26","109.65","127.00M","0.92%"
"Oct 18, 2004","109.24","108.79","109.80","108.24","141.79M","0.76%"
"Oct 15, 2004","108.42","107.97","109.48","107.21","128.33M","-0.69%"
"Oct 14, 2004","109.17","109.36","109.73","108.03","116.63M","-1.13%"
"Oct 13, 2004","110.42","111.23","111.59","109.86","149.63M","-0.05%"
"Oct 12, 2004","110.47","113.50","113.50","110.47","160.38M","-2.94%"
"Oct 11, 2004","113.82","113.16","113.96","112.76","151.86M","0.00%"
"Oct 08, 2004","113.82","113.24","115.20","113.23","229.43M","-0.31%"
"Oct 07, 2004","114.17","114.48","115.02","113.37","134.63M","-0.24%"
"Oct 06, 2004","114.44","114.10","115.69","113.33","168.02M","0.35%"
"Oct 05, 2004","114.04","114.21","114.40","113.32","125.98M","0.02%"
"Oct 04, 2004","114.02","111.14","114.02","111.08","148.10M","4.20%"
"Oct 01, 2004","109.42","107.96","109.42","107.87","108.62M","1.61%"
"Sep 30, 2004","107.69","107.06","108.19","106.81","98.04M","0.34%"
"Sep 24, 2004","107.33","106.74","107.68","105.94","85.63M","0.36%"
"Sep 23, 2004","106.94","106.75","107.46","106.22","108.33M","-0.55%"
"Sep 22, 2004","107.53","111.08","111.24","107.53","132.18M","-2.62%"
"Sep 21, 2004","110.42","110.72","111.00","109.96","127.00M","0.04%"
"Sep 20, 2004","110.38","109.49","111.26","109.48","143.26M","0.97%"
"Sep 17, 2004","109.32","109.92","110.75","108.92","123.06M","-0.80%"
"Sep 16, 2004","110.20","108.67","111.25","108.42","152.65M","0.85%"
"Sep 15, 2004","109.27","109.21","110.04","108.96","229.23M","0.00%"
"Sep 14, 2004","109.27","110.28","110.46","108.91","157.92M","-0.26%"
"Sep 13, 2004","109.56","108.15","109.60","108.06","132.05M","2.09%"
"Sep 10, 2004","107.32","105.88","107.48","104.59","146.09M","1.83%"
"Sep 09, 2004","105.39","104.47","105.54","103.49","186.68M","0.91%"
"Sep 08, 2004","104.44","105.11","106.04","104.41","99.30M","-0.50%"
"Sep 07, 2004","104.97","105.18","105.66","104.61","87.57M","-0.52%"
"Sep 06, 2004","105.52","105.13","105.66","104.45","107.34M","0.65%"
"Sep 03, 2004","104.84","105.83","105.97","104.20","131.01M","-0.78%"
"Sep 02, 2004","105.66","104.83","105.66","104.48","127.69M","0.93%"
"Sep 01, 2004","104.69","102.83","104.75","102.67","108.57M","1.75%"
"Aug 31, 2004","102.89","102.33","102.94","102.17","78.20M","-0.17%"
"Aug 30, 2004","103.07","103.51","104.05","102.82","85.33M","-0.30%"
"Aug 27, 2004","103.38","103.58","103.78","102.72","109.07M","0.13%"
"Aug 26, 2004","103.25","103.32","103.88","103.04","120.94M","0.37%"
"Aug 25, 2004","102.87","101.24","103.00","101.12","91.48M","1.35%"
"Aug 24, 2004","101.50","101.44","101.64","100.11","85.94M","0.57%"
"Aug 23, 2004","100.92","101.52","102.21","100.27","83.36M","0.06%"
"Aug 20, 2004","100.86","100.68","101.17","100.46","117.24M","-0.32%"
"Aug 19, 2004","101.18","100.39","101.48","100.39","150.22M","1.71%"
"Aug 18, 2004","99.48","99.22","99.82","98.73","99.75M","0.52%"
"Aug 17, 2004","98.97","100.72","100.80","98.64","100.41M","-0.75%"
"Aug 16, 2004","99.72","99.90","100.36","98.76","123.52M","-0.43%"
"Aug 13, 2004","100.15","98.47","100.40","98.22","154.41M","1.11%"
"Aug 12, 2004","99.05","97.53","99.06","97.25","126.44M","1.87%"
"Aug 11, 2004","97.23","97.29","98.08","97.10","161.76M","0.53%"
"Aug 10, 2004","96.72","95.54","96.77","95.45","115.51M","0.67%"
"Aug 09, 2004","96.08","94.14","96.12","93.60","89.07M","1.31%"
"Aug 06, 2004","94.84","94.93","96.37","94.84","92.86M","-1.53%"
"Aug 05, 2004","96.31","94.68","96.31","94.13","122.63M","1.82%"
"Aug 04, 2004","94.59","93.27","94.59","92.49","91.82M","0.40%"
"Aug 03, 2004","94.21","94.26","94.42","93.70","101.83M","1.09%"
"Aug 02, 2004","93.19","94.66","94.66","93.19","84.70M","-2.18%"
"Jul 30, 2004","95.27","95.59","96.05","95.05","124.95M","0.72%"
"Jul 29, 2004","94.59","96.32","96.32","94.57","115.17M","-2.03%"
"Jul 28, 2004","96.55","96.82","97.11","95.93","162.38M","0.93%"
"Jul 27, 2004","95.66","95.12","95.87","94.14","95.91M","0.46%"
"Jul 26, 2004","95.22","94.36","95.62","94.30","107.32M","-0.17%"
"Jul 23, 2004","95.38","96.07","96.18","94.83","134.51M","-0.73%"
"Jul 22, 2004","96.08","95.55","96.34","94.79","212.75M","-1.47%"
"Jul 21, 2004","97.51","97.16","97.93","96.75","123.94M","2.33%"
"Jul 20, 2004","95.29","95.97","96.42","95.29","91.49M","-1.87%"
"Jul 19, 2004","97.11","94.40","97.11","94.26","103.05M","1.58%"
"Jul 16, 2004","95.60","94.05","95.81","92.62","115.11M","1.01%"
"Jul 15, 2004","94.64","95.00","95.47","93.00","129.10M","-0.47%"
"Jul 14, 2004","95.09","96.33","97.18","94.88","138.85M","-2.08%"
"Jul 13, 2004","97.11","97.40","97.44","95.59","123.16M","0.68%"
"Jul 12, 2004","96.45","97.25","98.04","95.68","159.18M","-0.06%"
"Jul 09, 2004","96.51","96.10","97.09","95.47","155.11M","0.76%"
"Jul 08, 2004","95.78","97.32","97.99","95.78","176.74M","-2.72%"
"Jul 07, 2004","98.46","95.96","98.47","95.06","225.47M","0.27%"
"Jul 06, 2004","98.19","97.43","98.92","97.15","232.21M","0.29%"
"Jul 05, 2004","97.91","97.68","98.23","96.24","226.45M","0.16%"
"Jul 02, 2004","97.75","98.97","99.00","97.59","250.54M","-3.03%"
"Jul 01, 2004","100.80","101.68","102.81","100.55","115.41M","-1.03%"
"Jun 30, 2004","101.85","101.37","102.10","100.70","190.33M","1.03%"
"Jun 29, 2004","100.81","99.29","101.05","98.82","136.26M","0.96%"
"Jun 28, 2004","99.85","100.88","101.22","98.91","112.61M","-1.22%"
"Jun 25, 2004","101.08","98.88","101.21","98.52","174.04M","2.26%"
"Jun 24, 2004","98.85","97.50","98.88","96.80","198.99M","3.44%"
"Jun 23, 2004","95.56","97.48","97.81","95.32","175.52M","-0.95%"
"Jun 22, 2004","96.48","96.12","96.86","94.53","164.38M","-0.33%"
"Jun 21, 2004","96.80","96.24","98.01","96.02","189.70M","1.11%"
"Jun 18, 2004","95.74","96.89","97.21","94.46","212.18M","-2.33%"
"Jun 17, 2004","98.02","97.52","98.02","95.60","194.76M","1.22%"
"Jun 16, 2004","96.84","97.40","99.23","96.04","193.21M","0.06%"
"Jun 15, 2004","96.78","96.19","96.82","93.52","272.14M","1.98%"
"Jun 14, 2004","94.90","95.43","97.87","94.70","185.21M","-1.55%"
"Jun 11, 2004","96.39","100.28","100.29","95.93","241.86M","-4.17%"
"Jun 10, 2004","100.58","101.34","102.41","100.00","144.89M","-1.96%"
"Jun 09, 2004","102.59","105.81","106.36","102.53","134.16M","-2.04%"
"Jun 08, 2004","104.73","106.02","106.52","104.16","135.47M","-0.28%"
"Jun 07, 2004","105.02","101.99","105.02","101.97","125.86M","4.03%"
"Jun 04, 2004","100.95","99.91","101.14","98.83","143.07M","1.45%"
"Jun 03, 2004","99.51","104.93","105.17","99.51","154.74M","-4.37%"
"Jun 02, 2004","104.06","104.72","105.07","103.11","105.33M","-1.59%"
"Jun 01, 2004","105.74","104.72","105.96","104.21","106.37M","1.54%"
"May 31, 2004","104.14","105.24","105.25","102.70","87.83M","-1.59%"
"May 28, 2004","105.82","105.38","106.03","104.63","127.84M","1.66%"
"May 27, 2004","104.09","104.11","105.26","103.43","114.70M","2.41%"
"May 25, 2004","101.64","102.44","102.50","100.62","127.12M","-1.97%"
"May 24, 2004","103.68","103.42","104.02","102.48","125.98M","1.52%"
"May 21, 2004","102.13","101.41","102.13","99.64","110.74M","2.48%"
"May 20, 2004","99.66","99.30","101.67","98.22","151.22M","-1.25%"
"May 19, 2004","100.92","97.44","101.90","97.29","163.40M","5.03%"
"May 18, 2004","96.09","93.58","96.89","92.63","158.58M","2.17%"
"May 17, 2004","94.05","98.91","99.90","93.53","160.01M","-5.11%"
"May 14, 2004","99.11","103.29","103.79","97.97","153.34M","-2.97%"
"May 13, 2004","102.14","105.58","105.76","102.14","134.49M","-3.69%"
"May 12, 2004","106.05","104.11","106.59","103.79","144.90M","3.23%"
"May 11, 2004","102.73","102.85","104.39","101.03","143.75M","-0.20%"
"May 10, 2004","102.94","108.47","108.49","100.31","162.59M","-5.89%"
"May 07, 2004","109.38","109.03","109.98","106.72","150.49M","0.38%"
"May 06, 2004","108.97","112.44","112.53","108.84","144.77M","-3.50%"
"May 04, 2004","112.92","113.47","114.20","112.66","141.12M","0.07%"
"May 03, 2004","112.84","112.47","113.13","111.59","112.92M","0.39%"
"Apr 30, 2004","112.40","113.05","113.92","110.95","158.07M","-1.41%"
"Apr 29, 2004","114.01","115.91","116.74","113.70","157.78M","-2.95%"
"Apr 28, 2004","117.48","119.95","120.26","117.48","127.81M","-1.85%"
"Apr 27, 2004","119.70","120.11","120.62","119.30","122.48M","-0.50%"
"Apr 26, 2004","120.30","122.17","122.20","120.23","150.46M","-1.75%"
"Apr 23, 2004","122.44","122.52","122.66","121.26","172.30M","1.39%"
"Apr 22, 2004","120.76","122.01","122.19","120.46","193.47M","-0.96%"
"Apr 21, 2004","121.93","119.35","122.13","119.35","133.80M","1.10%"
"Apr 20, 2004","120.60","119.57","120.64","118.49","137.74M","1.78%"
"Apr 19, 2004","118.49","118.22","118.49","116.89","116.16M","0.44%"
"Apr 16, 2004","117.97","118.80","119.32","117.82","162.00M","-2.17%"
"Apr 14, 2004","120.59","119.56","120.86","119.20","125.00M","-0.05%"
"Apr 13, 2004","120.65","121.79","122.11","120.47","152.38M","-0.28%"
"Apr 12, 2004","120.99","119.19","122.04","119.19","128.77M","1.44%"
"Apr 09, 2004","119.27","120.10","120.10","118.66","134.57M","-1.46%"
"Apr 08, 2004","121.04","120.53","121.04","119.77","167.51M","0.82%"
"Apr 07, 2004","120.05","119.61","120.84","119.13","214.98M","0.40%"
"Apr 06, 2004","119.57","118.58","119.59","118.39","186.28M","2.77%"
"Apr 02, 2004","116.35","116.80","117.33","116.32","127.73M","0.01%"
"Apr 01, 2004","116.34","115.75","116.43","115.27","128.76M","0.31%"
"Mar 31, 2004","115.98","116.21","116.48","114.28","152.36M","0.87%"
"Mar 30, 2004","114.98","115.78","115.78","114.64","97.38M","-0.10%"
"Mar 29, 2004","115.10","114.20","115.64","114.06","106.17M","1.28%"
"Mar 26, 2004","113.64","113.89","114.93","113.28","116.10M","1.32%"
"Mar 25, 2004","112.16","113.29","114.19","111.58","132.37M","-0.90%"
"Mar 24, 2004","113.18","112.89","113.88","112.33","110.99M","-0.47%"
"Mar 23, 2004","113.72","112.14","114.15","111.43","118.21M","0.36%"
"Mar 22, 2004","113.31","115.37","115.70","113.14","125.58M","-2.34%"
"Mar 19, 2004","116.02","114.76","116.02","113.99","134.90M","1.28%"
"Mar 18, 2004","114.55","115.45","115.50","113.98","173.15M","0.00%"
"Mar 17, 2004","114.55","112.54","114.61","112.41","169.95M","2.74%"
"Mar 16, 2004","111.49","110.64","111.49","109.82","146.88M","-0.13%"
"Mar 15, 2004","111.63","112.23","112.53","111.15","133.51M","0.36%"
"Mar 12, 2004","111.23","113.48","113.57","107.87","244.55M","-2.32%"
"Mar 11, 2004","113.87","113.86","115.11","113.41","244.26M","-0.76%"
"Mar 10, 2004","114.74","116.23","116.63","114.50","179.12M","-1.78%"
"Mar 09, 2004","116.82","116.86","117.23","116.48","175.37M","-1.08%"
"Mar 08, 2004","118.10","119.37","119.64","117.98","195.05M","-0.66%"
"Mar 05, 2004","118.88","119.19","119.47","118.76","235.63M","-0.34%"
"Mar 04, 2004","119.28","117.89","119.46","117.72","278.58M","1.45%"
"Mar 03, 2004","117.57","117.80","118.28","117.57","242.71M","-0.42%"
"Mar 02, 2004","118.07","117.22","118.21","117.20","202.28M","1.85%"
"Feb 27, 2004","115.92","113.50","115.92","112.96","186.57M","2.19%"
"Feb 26, 2004","113.44","114.09","114.49","112.97","264.38M","-0.17%"
"Feb 25, 2004","113.63","113.41","114.08","113.09","154.73M","0.27%"
"Feb 24, 2004","113.32","114.33","115.00","113.29","209.58M","-1.50%"
"Feb 23, 2004","115.05","114.67","115.62","113.70","120.69M","0.02%"
"Feb 20, 2004","115.03","114.83","115.32","114.35","151.73M","-0.54%"
"Feb 19, 2004","115.65","115.33","116.03","114.61","299.49M","0.68%"
"Feb 18, 2004","114.87","116.67","116.85","114.87","121.92M","-1.00%"
"Feb 17, 2004","116.03","115.99","116.65","115.50","145.99M","0.35%"
"Feb 16, 2004","115.63","115.29","116.22","114.94","180.11M","-0.10%"
"Feb 13, 2004","115.75","114.91","115.95","114.07","138.08M","0.48%"
"Feb 12, 2004","115.20","115.67","115.72","114.39","199.90M","0.24%"
"Feb 11, 2004","114.92","113.98","115.12","113.92","217.02M","1.29%"
"Feb 10, 2004","113.46","113.33","113.84","112.90","190.58M","0.25%"
"Feb 09, 2004","113.18","112.62","113.51","112.47","207.64M","1.82%"
"Feb 06, 2004","111.16","109.98","111.61","109.57","302.36M","1.27%"
"Feb 05, 2004","109.77","108.97","109.89","108.81","329.66M","0.74%"
"Feb 04, 2004","108.96","109.48","109.96","108.83","142.40M","-0.59%"
"Feb 03, 2004","109.61","111.37","111.37","109.32","190.21M","-1.85%"
"Feb 02, 2004","111.68","111.16","111.73","110.76","145.48M","0.71%"
"Jan 30, 2004","110.89","111.72","112.41","110.54","129.04M","-0.69%"
"Jan 29, 2004","111.66","111.46","111.84","110.93","147.44M","-0.83%"
"Jan 28, 2004","112.59","112.58","113.90","112.44","198.43M","-0.38%"
"Jan 27, 2004","113.02","114.27","114.27","112.68","211.88M","-0.58%"
"Jan 26, 2004","113.68","113.51","114.12","112.73","302.34M","0.93%"
"Jan 20, 2004","112.63","111.57","113.08","111.49","123.32M","0.60%"
"Jan 19, 2004","111.96","111.56","112.29","111.13","161.11M","1.20%"
"Jan 16, 2004","110.63","111.48","111.58","110.25","118.61M","0.26%"
"Jan 15, 2004","110.34","110.85","111.24","109.82","126.63M","-0.58%"
"Jan 14, 2004","110.98","110.56","111.73","110.14","151.70M","0.24%"
"Jan 13, 2004","110.71","111.69","111.69","110.18","141.14M","-0.35%"
"Jan 12, 2004","111.10","110.05","111.54","109.60","242.44M","0.76%"
"Jan 09, 2004","110.26","108.79","110.89","108.75","292.85M","2.85%"
"Jan 08, 2004","107.20","108.14","109.31","107.20","234.06M","-0.32%"
"Jan 07, 2004","107.54","107.29","108.02","107.15","181.06M","0.60%"
"Jan 06, 2004","106.90","108.02","108.02","106.41","222.60M","-0.16%"
"Jan 05, 2004","107.07","106.01","107.23","105.96","156.85M","0.39%"
"Jan 02, 2004","106.65","105.90","106.77","105.63","152.34M","1.37%"
"Dec 30, 2003","105.21","104.19","105.45","103.78","180.03M","2.35%"
"Dec 29, 2003","102.79","101.23","102.94","101.22","119.70M","0.35%"
"Dec 26, 2003","102.43","102.72","103.17","102.03","214.98M","-0.33%"
"Dec 24, 2003","102.77","104.80","104.83","102.75","234.25M","-1.08%"
"Dec 23, 2003","103.89","104.89","105.31","103.87","172.11M","-0.26%"
"Dec 22, 2003","104.16","104.85","105.57","104.16","138.01M","-0.84%"
"Dec 19, 2003","105.04","105.51","105.82","104.74","226.11M","0.56%"
"Dec 18, 2003","104.45","103.50","104.49","102.81","218.20M","1.36%"
"Dec 17, 2003","103.05","105.56","105.60","103.05","246.41M","-1.63%"
"Dec 16, 2003","104.76","104.41","105.72","104.04","260.82M","-1.62%"
"Dec 15, 2003","106.48","106.37","106.83","105.56","190.21M","2.07%"
"Dec 12, 2003","104.32","104.20","104.83","103.54","198.99M","2.15%"
"Dec 11, 2003","102.12","103.00","104.25","102.12","213.81M","-0.56%"
"Dec 10, 2003","102.69","99.91","102.69","99.83","189.88M","1.03%"
"Dec 09, 2003","101.64","102.04","102.39","101.29","173.34M","0.34%"
"Dec 08, 2003","101.30","100.55","102.26","100.17","138.54M","-0.56%"
"Dec 05, 2003","101.87","103.55","103.58","101.87","181.06M","-2.04%"
"Dec 04, 2003","103.99","104.28","104.88","103.61","230.66M","-0.76%"
"Dec 03, 2003","104.79","104.70","105.87","103.85","199.44M","-0.07%"
"Dec 02, 2003","104.86","105.67","105.72","104.63","226.02M","-0.04%"
"Dec 01, 2003","104.90","103.58","105.52","102.79","267.84M","1.25%"
"Nov 28, 2003","103.61","101.90","103.66","101.90","287.64M","1.98%"
"Nov 27, 2003","101.60","101.63","101.93","100.81","198.59M","0.00%"
"Nov 26, 2003","101.60","99.95","101.78","99.85","213.03M","1.90%"
"Nov 25, 2003","99.71","99.60","99.99","98.83","202.76M","2.15%"
"Nov 24, 2003","97.61","99.30","99.85","97.48","214.92M","-2.33%"
"Nov 21, 2003","99.94","99.08","100.99","98.80","209.73M","0.14%"
"Nov 20, 2003","99.80","100.60","100.98","99.00","214.29M","-0.37%"
"Nov 19, 2003","100.17","102.00","102.00","99.83","231.30M","-3.78%"
"Nov 18, 2003","104.11","103.22","104.15","102.27","292.51M","0.87%"
"Nov 17, 2003","103.21","104.46","104.49","102.60","160.82M","-2.03%"
"Nov 14, 2003","105.35","105.45","106.54","105.16","234.17M","-0.51%"
"Nov 13, 2003","105.89","104.72","105.89","104.50","204.21M","2.40%"
"Nov 12, 2003","103.41","102.08","103.60","101.80","232.16M","1.36%"
"Nov 11, 2003","102.02","102.10","102.34","101.22","224.40M","-1.11%"
"Nov 10, 2003","103.16","103.81","103.99","102.09","235.40M","-1.03%"
"Nov 07, 2003","104.23","103.22","104.23","102.32","215.49M","1.83%"
"Nov 06, 2003","102.36","105.09","105.37","102.36","310.55M","-2.10%"
"Nov 05, 2003","104.56","103.29","104.74","102.99","212.21M","1.23%"
"Nov 04, 2003","103.29","103.81","104.13","102.62","241.14M","0.54%"
"Nov 03, 2003","102.74","101.55","102.97","100.83","172.24M","1.28%"
"Oct 31, 2003","101.44","102.25","102.48","100.51","158.52M","-0.53%"
"Oct 30, 2003","101.98","101.79","102.25","100.92","172.63M","0.87%"
"Oct 29, 2003","101.10","102.20","103.02","101.10","216.64M","0.57%"
"Oct 28, 2003","100.53","98.47","101.52","98.32","205.73M","1.94%"
"Oct 27, 2003","98.62","97.41","98.62","97.07","135.88M","1.94%"
"Oct 24, 2003","96.74","97.31","98.28","96.09","135.80M","-0.87%"
"Oct 23, 2003","97.59","98.94","99.47","97.03","175.97M","-3.37%"
"Oct 22, 2003","100.99","101.11","101.66","100.09","191.01M","-0.05%"
"Oct 21, 2003","101.04","101.12","101.74","100.05","180.66M","0.46%"
"Oct 20, 2003","100.58","99.17","100.81","99.01","207.82M","1.26%"
"Oct 17, 2003","99.33","100.56","101.44","99.33","291.38M","-1.22%"
"Oct 16, 2003","100.56","98.07","100.56","97.91","267.17M","1.79%"
"Oct 15, 2003","98.79","99.74","99.98","98.20","204.18M","-0.32%"
"Oct 14, 2003","99.11","98.65","99.86","98.63","228.43M","1.35%"
"Oct 13, 2003","97.79","97.52","98.83","96.48","218.17M","-0.19%"
"Oct 10, 2003","97.98","94.81","98.24","94.81","215.62M","3.15%"
"Oct 09, 2003","94.99","93.16","94.99","93.11","297.04M","2.03%"
"Oct 08, 2003","93.10","94.19","94.24","92.89","106.38M","-0.59%"
"Oct 07, 2003","93.65","93.32","93.69","92.96","144.34M","0.63%"
"Oct 06, 2003","93.06","93.17","93.57","92.54","147.32M","1.10%"
"Oct 02, 2003","92.05","92.22","92.46","91.03","211.14M","1.57%"
"Oct 01, 2003","90.63","88.65","90.63","88.38","185.18M","1.21%"
"Sep 30, 2003","89.55","90.15","91.13","89.55","152.16M","0.20%"
"Sep 29, 2003","89.37","89.47","89.73","88.25","123.05M","-0.16%"
"Sep 26, 2003","89.51","90.34","91.36","89.46","156.12M","-2.35%"
"Sep 25, 2003","91.66","90.84","91.80","89.73","163.69M","-1.54%"
"Sep 24, 2003","93.09","92.61","93.20","91.86","130.01M","0.86%"
"Sep 23, 2003","92.30","91.70","92.44","90.20","147.39M","0.57%"
"Sep 22, 2003","91.78","95.24","95.27","91.75","136.70M","-4.53%"
"Sep 19, 2003","96.13","98.57","98.68","95.72","135.10M","-1.44%"
"Sep 18, 2003","97.53","98.94","99.02","97.33","130.86M","-1.19%"
"Sep 17, 2003","98.70","99.32","99.45","98.39","132.66M","0.46%"
"Sep 16, 2003","98.25","96.71","98.32","96.65","123.05M","1.35%"
"Sep 15, 2003","96.94","98.52","98.85","96.94","131.66M","-1.95%"
"Sep 09, 2003","98.87","98.35","100.06","98.35","156.08M","1.00%"
"Sep 08, 2003","97.89","97.70","98.06","97.24","106.67M","-0.04%"
"Sep 05, 2003","97.93","98.58","98.94","97.69","154.37M","-0.34%"
"Sep 04, 2003","98.26","98.75","99.02","98.22","157.05M","-0.27%"
"Sep 03, 2003","98.53","99.10","99.21","98.10","184.43M","-0.01%"
"Sep 02, 2003","98.54","98.80","98.86","98.12","237.02M","0.32%"
"Sep 01, 2003","98.23","98.07","98.40","97.55","171.81M","0.66%"
"Aug 29, 2003","97.59","97.22","97.68","95.91","155.93M","0.91%"
"Aug 28, 2003","96.71","98.23","98.47","96.27","196.12M","-0.95%"
"Aug 27, 2003","97.64","97.53","98.32","97.28","215.06M","0.75%"
"Aug 26, 2003","96.91","97.10","97.26","96.38","154.40M","-0.55%"
"Aug 25, 2003","97.45","97.13","98.02","96.87","177.88M","0.23%"
"Aug 22, 2003","97.23","97.22","97.81","96.79","231.75M","0.05%"
"Aug 21, 2003","97.18","95.48","97.18","95.48","250.34M","2.43%"
"Aug 20, 2003","94.87","95.23","95.88","94.79","210.79M","-0.35%"
"Aug 19, 2003","95.20","95.81","95.83","94.90","237.38M","1.57%"
"Aug 18, 2003","93.73","93.58","94.39","93.38","208.17M","0.37%"
"Aug 14, 2003","93.38","91.58","93.38","91.48","221.15M","2.10%"
